URI_Name,Provincia,Canton,Parroquia,Latitud,Longitud,Nombre,Direccion,Tipo,Regimen Escolar
UNIDADEDUCATIVACOMUNITARIAINTERCULTURALBILINGUERUMInAHUI,Loja_Province,LOJA,SANLUCAS,-3,712280517150,-79,266080840500,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE RUMI�AHUI,   BARRIO PICHIG
UNIDADEDUCATIVACOTOPAXI,Loja_Province,ESPINDOLA,SANTATERESITA,-4,545530755660,-79,415361044600,UNIDAD EDUCATIVA COTOPAXI,   VIA AMALUZA CARIAMANGA BARRIO CANGOCHARA
UNIDADEDUCATIVADELMILENIO5DEJUNIO,Loja_Province,MACARA,MACARA(MANUELENRIQUERENGELSUQUILANDA),-4,385777848530,-79,952364146600,UNIDAD EDUCATIVA DEL MILENIO  5 DE JUNIO,AURIA MARIA ARIAS  MAXIMO ARTURO ROMAN Y ZOILA HERRERA 
UNIDADEDUCATIVADRMANUELAGUSTINCABRERALOZANO,Loja_Province,LOJA,SANSEBASTIAN,-4,29642462170,-79,214639849200,UNIDAD EDUCATIVA DR MANUEL AGUSTIN CABRERA LOZANO,CALLE PABLO PALACIOS  BARRIO SANTA TERESITA   SE UTILIZA LA INSTALACIONES DEL COLEGIO DE BACHILLERATO   VEINTE Y SIETE  DE 
UNIDADEDUCATIVAEXPERIMENTALPARACIEGOSLUISBRAILLE,Loja_Province,LOJA,SANSEBASTIAN,-4,14753366160,-79,199968224700,UNIDAD EDUCATIVA EXPERIMENTAL PARA CIEGOS LUIS BRAILLE,BUGANVILLAS 2427 AVENIDA GOBERNACION DE MAINAS 
COLEGIODEBACHILLERATOTCNELLAUROGUERRERO,Loja_Province,PALTAS,LAUROGUERRERO,-3,967940277540,-79,758497113200,COLEGIO DE BACHILLERATO TCNEL LAURO GUERRERO,   BARRIO EL CASTILLO
ESCUELADEEDUCACIONBASICALATACUNGA,Loja_Province,SARAGURO,LLUZHAPA,-3,501028772650,-79,339305079100,ESCUELA DE EDUCACION BASICA LATACUNGA,   PARROQUIA  LLUZHAPA
COLEGIODEBACHILLERATOSEGUNDOCUEVACELI,Loja_Province,PALTAS,LOURDES,-4,81280080960,-79,583940438300,COLEGIO DE BACHILLERATO SEGUNDO CUEVA CELI,   BARRIO SAN VICENTE DEL RIO
UNIDADEDUCATIVAFISCOMISIONALLADOLOROSA,Loja_Province,LOJA,ELSAGRARIO,-3,995392628000,-79,199551334400,UNIDAD EDUCATIVA FISCOMISIONAL LA DOLOROSA,JOSE ANTONIO EGUIGUREN 11-92 OLMEDO 
UNIDADEDUCATIVAFISCOMISIONALLAINMACULADA,Loja_Province,LOJA,ELSAGRARIO,-3,998526380730,-79,201858551200,UNIDAD EDUCATIVA FISCOMISIONAL LA INMACULADA,BOLIVAR 09-35 ROCAFUERTE Y MIGUEL RIOFRIO 
UNIDADEDUCATIVAFISCOMISIONALMARISTA,Loja_Province,MACARA,MACARA(MANUELENRIQUERENGELSUQUILANDA),-4,375554207100,-79,944169051300,UNIDAD EDUCATIVA FISCOMISIONAL MARISTA,AVENIDA PANAMERICANA 07-03 AVENIDA MARISTA 
UNIDADEDUCATIVAFISCOMISIONALMONSALBERTOZAMBRANOPALACIOS,Loja_Province,OLMEDO,OLMEDO,-3,933530207380,-79,645970264600,UNIDAD EDUCATIVA FISCOMISIONAL MONS  ALBERTO ZAMBRANO PALACIOS,MONS JORGE GUILLERMO ARMIJOS SN SUCRE 
UNIDADEDUCATIVAFISCOMISIONALPARAPCEIHNOANGELPASTRANACORRAL,Loja_Province,LOJA,VALLE,-3,987918158240,-79,201197341400,UNIDAD EDUCATIVA FISCOMISIONAL PARA PCEI HNO ANGEL PASTRANA CORRAL,JUAN DE SALINAS 03-61 JOSE FELIX DE VALDIVIESO Y QUITO 
UNIDADEDUCATIVAFISCOMISIONALMARISTADECATACOCHA,Loja_Province,PALTAS,LOURDES,-4,53198301070,-79,647305228700,UNIDAD EDUCATIVA FISCOMISIONAL MARISTA DE CATACOCHA,CALLE LOURDES 2 CALLE SUCRE 
UNIDADEDUCATIVAPALTAS,Loja_Province,PALTAS,LOURDES,-4,57003828900,-79,646028960400,UNIDAD EDUCATIVA PALTAS,VENTURA   ENCALADA Y  VIA PANAMERICANA 
ESCUELADEEDUCACIONBASICAELVIAB�LGICAJIM�NEZDEGONZ�LEZ,Loja_Province,LOJA,MALACATOS(VALLADOLID),-4,150027393010,-79,207754011600,ESCUELA DE EDUCACION BASICA ELVIA B�LGICA JIM�NEZ DE GONZ�LEZ,   BARRIO RUMIZHITANA
UNIDADEDUCATIVAMANUELJOS�RODRIGUEZ,Loja_Province,LOJA,MALACATOS(VALLADOLID),-4,216140308290,-79,269164699700,UNIDAD EDUCATIVA MANUEL JOS�  RODRIGUEZ,   BARRIO LA TRINIDAD
COLEGIODEBACHILLERATOMAN�,Loja_Province,SARAGURO,MANU,-3,485142462800,-79,413913316800,COLEGIO DE BACHILLERATO MAN�,   PACAIPAMBA VIA LOJA SN
COLEGIODEBACHILLERATOORIANGA,Loja_Province,PALTAS,ORIANGA,-3,897668216730,-79,871476291700,COLEGIO DE BACHILLERATO ORIANGA,   BARRIO PUEBLO NUEVO PARROQUIA ORIANGA  A 80M DEL SUBCENTRO DE SALUD
COLEGIODEBACHILLERATODRCARLOSMANUELESPINOZA,Loja_Province,PALTAS,SANANTONIO,-3,979668730180,-79,664528439500,COLEGIO DE BACHILLERATO  DR CARLOS MANUEL ESPINOZA,   CENTRO DE  LA PARROQUIA  DE SAN ANTONIO
UNIDADEDUCATIVACOMUNITARIAINTERCULTURALBILINGUEABC,Loja_Province,SARAGURO,SANPABLODETENTA,-3,599750648550,-79,289301887700,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE ABC,   PARROQUIA TENTA BARRIO MEMBRILLO
UNIDADEDUCATIVACOMUNITARIAINTERCULTURALBILINGUETUPAKYUPANKI,Loja_Province,SARAGURO,SARAGURO,-3,648056931070,-79,210086180100,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE TUPAK YUPANKI,   COMUNIDAD  O�ACAPAC
UECOMUNITARIAINTERCULTURALBILINGUEINKASAMANA,Loja_Province,SARAGURO,SARAGURO,-3,629859878640,-79,245079615300,UE COMUNITARIA INTERCULTURAL BILINGUE INKA SAMANA,   COMUNIDAD ILINCHO AYLLU LLAKTA
COLEGIODEBACHILLERATOSARAGURO,Loja_Province,SARAGURO,SARAGURO,-3,620804350560,-79,238499807000,COLEGIO DE BACHILLERATO SARAGURO,10 DE MARZO  PANAMERICANA 
COLEGIODEBACHILLERATOnUKANCHIKKAWSAYPARAPCEI,Loja_Province,SARAGURO,SARAGURO,-3,624361692040,-79,217306135700,COLEGIO DE BACHILLERATO �UKANCHIK KAWSAY PARA PCEI,   COMUNIDAD DE TUNCARTA A DIEZ MINUTOS DE LA VIA A CUENCA
UNIDADEDUCATIVAFISCOMISIONALSANJUANBAUTISTA,Loja_Province,CATAMAYO,CATAMAYO,-3,998662941580,-79,352557042200,UNIDAD EDUCATIVA FISCOMISIONAL SAN JUAN BAUTISTA,ALFREDO BAQUERIZO  DIEGO DE NOBOA 
UNIDADEDUCATIVAFISCOMISIONALSANTAJUANADEARCOLASALLE,Loja_Province,CALVAS,CARIAMANGA,-4,325507797690,-79,556047811100,UNIDAD EDUCATIVA FISCOMISIONAL SANTA JUANA DE ARCO LA SALLE,VELASCO IBARRA 00 AV.LOJA 
UNIDADEDUCATIVAFRANCISCODEORELLANA,Loja_Province,ZAPOTILLO,LIMONES,-4,388916163120,-80,359720631800,UNIDAD EDUCATIVA FRANCISCO DE ORELLANA,   PARROQUIA LIMONES
UNIDADEDUCATIVAGONZANAMA,Loja_Province,GONZANAMA,GONZANAMA,-4,231862606430,-79,437614069300,UNIDAD EDUCATIVA GONZANAMA,AVENIDA 30 DE SEPTIEMBRE  24 DE MAYO 
UNIDADEDUCATIVAGREGORIOMARAnON,Loja_Province,ZAPOTILLO,BOLASPAMBA,-4,185555417490,-80,369386458900,UNIDAD EDUCATIVA GREGORIO MARA�ON,   BARRIO BOLASPAMBA FRENTE AL DISPENSARIO DEL SSC
UNIDADEDUCATIVAJOS�MAR�ARIOFR�O,Loja_Province,ESPINDOLA,BELLAVISTA,-4,565081488340,-79,456421140300,UNIDAD EDUCATIVA JOS� MAR�A RIOFR�O,   BARRIO REINA DEL CISNE CALLE SAN FRANCISCO V�A A LLAMACHANCHI
UNIDADEDUCATIVALADOLOROSA,Loja_Province,CHAGUARPAMBA,CHAGUARPAMBA,-3,878163258490,-79,642024904100,UNIDAD EDUCATIVA LA DOLOROSA,   VIA YAGUACHI BARRIO ROJAS A OCHO CUADRAS DE LA IGLESIA MATRIZ
UNIDADEDUCATIVALAPORCIUNCULA,Loja_Province,LOJA,ELSAGRARIO,-3,995806560150,-79,202746877800,UNIDAD EDUCATIVA LA PORCIUNCULA,CALLE BOLIVAR 0639 COLON Y JOSE ANTONIO EGUIGUREN 
UNIDADEDUCATIVAMANUELIGNACIOMONTEROVALDIVIESO,Loja_Province,LOJA,SUCRE,-3,999082173290,-79,224475810700,UNIDAD EDUCATIVA MANUEL IGNACIO MONTERO VALDIVIESO,   AVENIDA  VILLONACO OBRA PIA
UNIDADEDUCATIVAFISCOMISIONALSANJOSEDECALASANZ,Loja_Province,SARAGURO,SARAGURO,-3,614134919060,-79,235947607900,UNIDAD EDUCATIVA FISCOMISIONAL SAN JOSE DE CALASANZ,   BARRIO APUGUIN
UNIDADEDUCATIVAMONSLUISALFONSOCRESPO,Loja_Province,ESPINDOLA,AMALUZA,-4,581693117110,-79,422725595900,UNIDAD EDUCATIVA MONS LUIS ALFONSO CRESPO,AVENIDA ZUMBA SN VIA  A CONSAPAMBA 
UNIDADEDUCATIVAMONSEnORSANTIAGOFERNANDEZGARC�A,Loja_Province,CALVAS,COLAISACA,-4,264975398390,-79,712863939100,UNIDAD EDUCATIVA MONSE�OR SANTIAGO FERNANDEZ GARC�A,   BARRIO CENTRAL VELAZCO IBARRA Y 18 DE NOVIEMBRE
UNIDADEDUCATIVAMUSHUKRIMAK,Loja_Province,LOJA,SANLUCAS,-3,738634821110,-79,263337741700,UNIDAD EDUCATIVA MUSHUK RIMAK,   CABECERA PARROQUIAL
UNIDADEDUCATIVAFISCOMISIONALFRAYCRIST�BALZAMBRANO,Loja_Province,SARAGURO,SARAGURO,-3,626087506970,-79,239641638800,UNIDAD EDUCATIVA FISCOMISIONAL FRAY CRIST�BAL ZAMBRANO,LOJA  CRISTOBAL ZAMBRANO 
COLEGIODEBACHILLERATOVICENTEBASTIDASREINOSO,Loja_Province,SARAGURO,SELVAALEGRE,-3,555560042600,-79,354913628100,COLEGIO DE BACHILLERATO VICENTE BASTIDAS REINOSO,   BARRIO VALLE HERMOSO
ESCUELADEEDUCACI�NB�SICAORILLASDELJUBONES,Loja_Province,SARAGURO,SUMAYPAMBA,-3,357721821420,-79,350224417900,ESCUELA DE EDUCACI�N B�SICA ORILLAS DEL JUBONES,   BARRIO SUMAYPAMBA
COLEGIOPROFESORVIRGILIOABARCAMONTESINOS,Loja_Province,SARAGURO,URDANETA(PAQUISHAPA),-3,606226242500,-79,210141490500,COLEGIO PROFESOR VIRGILIO ABARCA MONTESINOS,   PARROQUIA URDANETA
ESCUELADEEDUCACIONBASICAMARIETADEVEINTIMILLA,Loja_Province,LOJA,VALLE,-3,944304254910,-79,225331215600,ESCUELA DE EDUCACION BASICA MARIETA DE VEINTIMILLA,AV  CHUQUIRIBAMBA 00 AV  INTEGRACION BARRIAL Y  LAGUNA DE YAMBO 
I.E.ESPECIALDELOJANO.2,Loja_Province,LOJA,VALLE,-3,971886224190,-79,197198433800,I.E. ESPECIAL DE LOJA NO. 2,AGUSTIN PALACIOS 1 TRAS DEL ASILO DE ANCIANO DANIEL ALVAREZ SANCHEZ 
SERVICIOECUATORIANODECAPACITACI�NPROFESIONALSECAP,Loja_Province,LOJA,VALLE,-3,995405,-79,195399,SERVICIO ECUATORIANO DE CAPACITACI�N PROFESIONAL SECAP,GRANADA LOJA AV ISIDRO AYORA 
UNIDADEDUCFISCOMISIONALPARAPCEIJOSEMARIAVELAZEXT1LOJA,Loja_Province,LOJA,VALLE,-3,981941278420,-79,201273357900,UNIDAD EDUC FISCOMISIONAL PARA PCEI JOSE MARIA VELAZ EXT 1 LOJA,ESMERALDAS  GUAYAQUIL Y MANTA 
UNIDADEDUCATIVACOMILN5LAUROGUERRERO,Loja_Province,LOJA,VALLE,-3,948808534320,-79,217416436100,UNIDAD EDUCATIVA COMIL N 5 LAURO GUERRERO,SALVADOR BUSTAMANTE CELI  ninguna 
UNIDADEDUCATIVAFERNANDOSUAREZPALACIO,Loja_Province,LOJA,VALLE,-3,951781032850,-79,241612126800,UNIDAD EDUCATIVA FERNANDO SUAREZ PALACIO,AVENIDA PABLO PALACIO 1 SIN NOMBRE 
UNIDADEDUCATIVAFISCOMISIONALPARAPCIHERMANOANGELPASTRANA,Loja_Province,LOJA,VALLE,-3,987918158240,-79,201197341400,UNIDAD EDUCATIVA FISCOMISIONAL  PARA PCI HERMANO ANGEL PASTRANA,BERNARDO VALDIVIESO 0361 QUITO Y JOSE FELIX DE VALDIVIESO 
UNIDADEDUCATIVAFISCOMISIONALCALASANZ,Loja_Province,LOJA,VALLE,-3,976996903350,-79,202112444000,UNIDAD EDUCATIVA FISCOMISIONAL CALASANZ,AVENIDA ORILLAS DEL ZAMORA  ISIDRO AYORA 
COLEGIODEBACHILLERATOFRANCISCOVALDIVIESOALVARADO,Loja_Province,PALTAS,YAMANA,-4,3836170510,-79,698613913400,COLEGIO DE BACHILLERATO FRANCISCO VALDIVIESO ALVARADO,   AV 20  DE JULIO
UNIDADEDUCATIVAPARTICULARATENEO,Loja_Province,LOJA,ELSAGRARIO,-3,998861008450,-79,201884834100,UNIDAD EDUCATIVA PARTICULAR ATENEO,CALLE SUCRE 05-43 COL�N E IMBABAURA 
UNIDADEDUCATIVAPARTICULARJOSEANTONIOEGUIGURENLASALLE,Loja_Province,LOJA,ELSAGRARIO,-3,998277339160,-79,195529219700,UNIDAD EDUCATIVA PARTICULAR JOSE ANTONIO EGUIGUREN  LA SALLE,AVENIDA ORILLAS DEL ZAMORA 3 ROCAFUERTE 
UNIDADEDUCATIVAPARTICULARJUANMONTALVO,Loja_Province,LOJA,SANSEBASTIAN,-4,3302760020,-79,194554778800,UNIDAD EDUCATIVA PARTICULAR JUAN MONTALVO,AV. EMILIANO ORTEGA 1375 LOURDES 
UNIDADEDUCATIVASANFRANCISCODEASIS,Loja_Province,LOJA,ELSAGRARIO,-3,994529150910,-79,201642158600,UNIDAD EDUCATIVA SAN FRANCISCO DE ASIS,IMBABURA 13-46 BOLIVAR  Y BERNARDO VALDIVIESO 
UNIDADEDUCATIVASANVICENTEDEPA�L,Loja_Province,GONZANAMA,CHANGAIMINA(LALIBERTAD),-4,222472808760,-79,523892410200,UNIDAD EDUCATIVA SAN VICENTE DE PA�L,   A UNA CUADRA DEL SANTUARIO REINA DE LA CARIDAD
UNIDADEDUCATIVASANGUILLIN,Loja_Province,CALVAS,SANGUILLIN,-4,449720315060,-79,503384413400,UNIDAD EDUCATIVA SANGUILLIN,   CENTRO PARROQUIAL SANGUILLIN FRENTE AL PARQUE CENTRAL
UNIDADEDUCATIVASANTAMARIANADEJESUS,Loja_Province,LOJA,ELSAGRARIO,-3,998115770290,-79,200175679800,UNIDAD EDUCATIVA SANTA MARIANA DE JESUS,OLMEDO 0960 ROCAFUERTE Y MIGUEL RIOFRIO 
UNIDADEDUCATIVASANTAMARIANADEJESUS,Loja_Province,MACARA,MACARA(MANUELENRIQUERENGELSUQUILANDA),-4,354343123070,-79,970285834200,UNIDAD EDUCATIVA SANTA MARIANA DE JESUS,JUVENAL JARAMILLO 69-15 ALAMOR 
UNIDADEDUCATIVASANTATERESITA,Loja_Province,CELICA,CELICA,-4,103198552690,-79,956357319100,UNIDAD EDUCATIVA SANTA TERESITA,GARCIA MORENO  PRESBITERO RIOFRIO 
UNIDADEDUCATIVATIOPAMBA,Loja_Province,ESPINDOLA,AMALUZA,-4,539268285610,-79,425692805000,UNIDAD EDUCATIVA TIOPAMBA,   VIA AMALUZA A CARIAMANGA KM 8 BARRIO  TIOPAMBA
